                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.83773,                0.62805,                0.94131,                0.88371,                0.77593,                0.90984,                0.58795,                0.91648,                0.72979,                 1.0143,              0.0010034,              0.0010034,              0.0010034
                    154,                0.81153,                0.59405,                0.93833,                0.88392,                0.77998,                0.89819,                 0.5854,                0.83955,                 0.7971,                0.97875,              0.0009968,              0.0009968,              0.0009968
                    155,                0.82619,                0.63681,                0.93863,                0.87994,                0.78745,                 0.9078,                0.59682,                0.83207,                0.79486,                0.97202,              0.0009902,              0.0009902,              0.0009902
                    156,                0.84008,                0.60877,                0.94335,                0.88784,                0.78361,                 0.9105,                0.59708,                0.83913,                0.76867,                0.98652,              0.0009836,              0.0009836,              0.0009836
                    157,                0.85571,                 0.6518,                0.95572,                0.88948,                0.78316,                0.90996,                0.58778,                0.80619,                0.77895,                0.96122,               0.000977,               0.000977,               0.000977
                    158,                0.85567,                0.63354,                0.93599,                0.88969,                0.77455,                0.90828,                0.57597,                0.89667,                0.76892,                0.99262,              0.0009704,              0.0009704,              0.0009704
                    159,                0.83546,                0.61827,                0.94517,                0.89162,                0.77948,                0.91367,                0.59916,                0.85731,                 0.7668,                0.99309,              0.0009638,              0.0009638,              0.0009638
                    160,                0.81754,                  0.619,                0.93655,                0.89002,                0.78105,                0.91552,                0.59903,                0.88159,                0.74453,                 1.0025,              0.0009572,              0.0009572,              0.0009572
                    161,                0.83229,                0.64004,                0.94802,                0.88381,                0.77977,                0.91221,                0.59818,                0.88331,                0.74278,                 1.0038,              0.0009506,              0.0009506,              0.0009506
                    162,                0.83893,                0.63097,                0.93832,                0.88583,                0.78105,                0.91487,                0.58982,                0.88986,                0.74964,                 0.9999,               0.000944,               0.000944,               0.000944
                    163,                0.83157,                0.62144,                0.93342,                0.89363,                0.77849,                0.91568,                0.58499,                0.91141,                0.76568,                  1.003,              0.0009374,              0.0009374,              0.0009374
                    164,                0.84168,                 0.6427,                 0.9503,                0.88653,                0.78032,                0.91288,                0.57732,                0.94153,                0.76397,                  1.022,              0.0009308,              0.0009308,              0.0009308
                    165,                0.83306,                0.61538,                0.94458,                0.88991,                0.78233,                0.91031,                0.58228,                0.91155,                0.75256,                 1.0094,              0.0009242,              0.0009242,              0.0009242
                    166,                0.82134,                0.62311,                0.93971,                0.88825,                0.79001,                0.91517,                0.58534,                0.93197,                0.73989,                 1.0127,              0.0009176,              0.0009176,              0.0009176
                    167,                0.82314,                0.62457,                0.93858,                0.87422,                0.79001,                0.91225,                0.57454,                0.97358,                0.72933,                 1.0464,               0.000911,               0.000911,               0.000911
                    168,                0.82471,                0.62566,                 0.9342,                0.88519,                0.77986,                 0.9065,                0.59519,                0.85766,                0.77335,                0.99199,              0.0009044,              0.0009044,              0.0009044
                    169,                0.82018,                0.63601,                0.93162,                0.89098,                0.78478,                 0.9119,                0.59207,                0.92944,                0.73998,                 1.0217,              0.0008978,              0.0008978,              0.0008978
                    170,                0.82766,                0.62407,                0.93662,                0.88976,                0.78489,                0.91219,                0.58999,                0.98133,                 0.7009,                 1.0651,              0.0008912,              0.0008912,              0.0008912
                    171,                 0.8013,                0.62373,                0.92824,                0.88911,                0.79129,                0.91498,                0.59518,                0.89843,                0.75025,                 1.0101,              0.0008846,              0.0008846,              0.0008846
                    172,                0.82046,                 0.6167,                0.93709,                0.88604,                0.78648,                0.91275,                0.59057,                0.87839,                0.75382,                 1.0085,               0.000878,               0.000878,               0.000878
                    173,                0.79374,                0.61712,                0.92726,                0.88108,                0.79001,                0.91314,                0.59795,                0.91599,                0.73194,                 1.0314,              0.0008714,              0.0008714,              0.0008714
                    174,                 0.8377,                0.61564,                0.94676,                0.88477,                0.78651,                0.91112,                0.60141,                0.84928,                0.76355,                0.99269,              0.0008648,              0.0008648,              0.0008648
                    175,                0.82031,                0.62831,                0.93573,                0.88914,                0.78105,                0.90891,                 0.5913,                0.91404,                0.72954,                 1.0244,              0.0008582,              0.0008582,              0.0008582
                    176,                0.80424,                0.61559,                0.92468,                0.89035,                0.77849,                0.91134,                 0.5951,                0.91426,                  0.745,                 1.0228,              0.0008516,              0.0008516,              0.0008516
                    177,                0.82152,                0.63371,                0.93088,                0.88205,                0.78105,                0.90935,                0.58827,                0.94834,                0.73073,                 1.0573,               0.000845,               0.000845,               0.000845
                    178,                0.80166,                0.61912,                0.93122,                0.87062,                0.79266,                 0.9126,                0.58942,                0.94093,                 0.7221,                 1.0572,              0.0008384,              0.0008384,              0.0008384
                    179,                0.79548,                0.60848,                0.93114,                0.89014,                0.77849,                0.91217,                 0.5895,                0.99007,                0.68489,                 1.0978,              0.0008318,              0.0008318,              0.0008318
                    180,                0.82502,                0.61037,                0.93284,                0.88245,                0.78617,                0.90989,                0.59735,                 0.9033,                0.73826,                 1.0291,              0.0008252,              0.0008252,              0.0008252
                    181,                0.82811,                0.61581,                0.93934,                0.89132,                0.77849,                0.90382,                0.58871,                0.94497,                0.75089,                 1.0409,              0.0008186,              0.0008186,              0.0008186
                    182,                0.80717,                0.62837,                0.92509,                0.88895,                0.77894,                 0.9064,                0.58026,                0.98437,                0.70618,                 1.0764,               0.000812,               0.000812,               0.000812
                    183,                0.81734,                0.61912,                0.93445,                0.88391,                0.77994,                0.90803,                0.58952,                 0.9531,                0.71476,                 1.0758,              0.0008054,              0.0008054,              0.0008054
                    184,                0.79086,                0.59354,                0.93107,                0.88975,                0.77849,                0.91203,                0.58573,                0.90565,                  0.746,                 1.0345,              0.0007988,              0.0007988,              0.0007988
                    185,                0.82472,                0.61699,                0.94268,                0.88741,                0.77593,                0.90406,                0.58032,                0.96675,                0.71451,                 1.0782,              0.0007922,              0.0007922,              0.0007922
                    186,                0.81583,                0.60902,                0.93922,                0.89234,                 0.7747,                0.89733,                0.57885,                0.99978,                0.69264,                 1.0922,              0.0007856,              0.0007856,              0.0007856
                    187,                0.79402,                0.58086,                0.92514,                0.88902,                0.77949,                0.90996,                0.58892,                0.95694,                0.71659,                  1.052,               0.000779,               0.000779,               0.000779
                    188,                0.82426,                0.63205,                0.94418,                0.88526,                0.77056,                0.90234,                0.58448,                0.97637,                0.70031,                 1.0815,              0.0007724,              0.0007724,              0.0007724
                    189,                0.81541,                0.61159,                0.92675,                  0.883,                0.78271,                 0.9087,                0.59205,                0.95842,                0.71906,                 1.0606,              0.0007658,              0.0007658,              0.0007658
                    190,                0.82084,                0.62013,                0.93037,                0.88828,                0.78105,                0.90326,                0.57925,                  1.005,                0.69395,                 1.0941,              0.0007592,              0.0007592,              0.0007592
                    191,                0.80386,                0.60594,                0.93266,                0.88867,                0.77673,                0.90437,                0.57718,                0.99382,                0.68989,                 1.0874,              0.0007526,              0.0007526,              0.0007526
                    192,                0.81023,                0.60274,                0.93478,                0.88991,                0.77625,                0.90144,                0.57667,                 0.9864,                0.68442,                 1.0812,               0.000746,               0.000746,               0.000746
                    193,                0.81007,                0.62211,                0.93095,                0.88968,                0.77447,                0.90829,                0.57859,                0.99905,                0.69746,                 1.0838,              0.0007394,              0.0007394,              0.0007394
                    194,                0.79688,                 0.6141,                0.93008,                0.88914,                0.77721,                0.90173,                 0.5799,                  1.002,                0.68317,                 1.1023,              0.0007328,              0.0007328,              0.0007328
                    195,                0.77215,                0.60264,                0.92786,                 0.8893,                0.78176,                0.90611,                0.58505,                0.99553,                0.68648,                 1.0995,              0.0007262,              0.0007262,              0.0007262
                    196,                0.80644,                0.61136,                0.92914,                0.85935,                0.79001,                0.90283,                0.57943,                 1.0142,                0.69248,                 1.1105,              0.0007196,              0.0007196,              0.0007196
                    197,                0.79468,                0.60727,                0.93123,                0.86002,                0.79129,                0.90342,                0.57441,                 0.9923,                0.69973,                 1.0801,               0.000713,               0.000713,               0.000713
                    198,                0.82228,                0.62182,                 0.9355,                0.87982,                0.78233,                0.90675,                0.56703,                 1.0178,                 0.7212,                 1.0893,              0.0007064,              0.0007064,              0.0007064
                    199,                0.80426,                0.61905,                  0.931,                0.86856,                0.79533,                0.90814,                0.57617,                0.99157,                0.70341,                 1.1014,              0.0006998,              0.0006998,              0.0006998
                    200,                0.83389,                0.58751,                 0.9441,                0.87583,                0.79513,                0.91114,                0.57917,                0.98891,                0.69721,                 1.0851,              0.0006932,              0.0006932,              0.0006932
                    201,                0.80402,                0.61759,                0.92937,                0.89144,                0.77808,                0.90474,                0.58281,                 0.9541,                0.72081,                 1.0603,              0.0006866,              0.0006866,              0.0006866
                    202,                0.80298,                0.62847,                0.93285,                0.88939,                0.77593,                0.90523,                0.59286,                0.96215,                 0.6844,                 1.0805,                0.00068,                0.00068,                0.00068
                    203,                0.78705,                0.61552,                0.92923,                0.88291,                0.78617,                0.90608,                0.58409,                0.98738,                0.68579,                 1.0938,              0.0006734,              0.0006734,              0.0006734
                    204,                0.79906,                0.60288,                0.92809,                0.89242,                0.77534,                0.90607,                0.58687,                0.98856,                0.69198,                 1.0969,              0.0006668,              0.0006668,              0.0006668
                    205,                0.79349,                0.61252,                0.93707,                0.89127,                0.77977,                0.90555,                0.57984,                 1.0086,                0.69051,                 1.1073,              0.0006602,              0.0006602,              0.0006602
                    206,                0.81281,                0.60294,                0.93527,                0.89173,                0.77977,                0.90485,                0.57624,                 1.0081,                0.71006,                 1.1021,              0.0006536,              0.0006536,              0.0006536
                    207,                0.81158,                0.59237,                0.93877,                0.89255,                0.77646,                0.90808,                0.58405,                0.98739,                0.70821,                 1.1057,               0.000647,               0.000647,               0.000647
                    208,                0.78066,                0.62786,                0.92171,                0.85329,                0.79001,                  0.905,                0.57585,                0.99872,                0.72146,                 1.1161,              0.0006404,              0.0006404,              0.0006404
                    209,                0.79139,                0.60771,                 0.9243,                0.80815,                0.79898,                0.90254,                0.56903,                 1.0254,                0.69831,                 1.1343,              0.0006338,              0.0006338,              0.0006338
                    210,                0.77923,                0.59075,                0.93027,                0.86801,                0.78233,                0.90386,                0.57267,                 1.0092,                0.70459,                 1.1412,              0.0006272,              0.0006272,              0.0006272
                    211,                0.80854,                0.60631,                 0.9282,                0.85919,                0.78617,                0.90342,                0.57576,                  1.026,                0.70808,                 1.1412,              0.0006206,              0.0006206,              0.0006206
                    212,                 0.8059,                0.60568,                0.93049,                 0.8603,                0.78873,                0.90581,                 0.5788,                 1.0291,                0.70436,                 1.1351,               0.000614,               0.000614,               0.000614
                    213,                0.81076,                0.60772,                0.92965,                0.88627,                0.77081,                0.90316,                0.58604,                0.99833,                0.70773,                 1.1119,              0.0006074,              0.0006074,              0.0006074
                    214,                0.79213,                0.60264,                0.92571,                 0.8912,                0.76562,                0.90174,                0.58292,                0.98596,                0.71429,                 1.1102,              0.0006008,              0.0006008,              0.0006008
                    215,                0.78229,                0.60861,                0.92313,                0.88722,                0.77721,                0.90692,                0.59021,                0.96735,                0.70626,                 1.0992,              0.0005942,              0.0005942,              0.0005942
                    216,                0.79244,                0.60856,                0.93045,                0.88802,                0.77337,                0.90278,                0.58944,                0.97639,                0.70378,                 1.1127,              0.0005876,              0.0005876,              0.0005876
                    217,                0.78256,                0.59755,                0.93038,                0.88352,                0.77721,                0.90371,                0.57533,                 1.0041,                0.69249,                 1.1304,               0.000581,               0.000581,               0.000581
                    218,                0.78637,                0.60692,                0.92624,                0.88058,                0.77419,                0.90755,                0.57773,                  1.029,                0.71228,                  1.121,              0.0005744,              0.0005744,              0.0005744
                    219,                 0.7785,                0.58658,                0.92315,                0.88679,                0.77209,                0.90282,                0.57675,                 1.0382,                0.69989,                 1.1271,              0.0005678,              0.0005678,              0.0005678
                    220,                 0.7735,                0.60987,                0.92314,                0.88663,                0.77209,                0.90269,                0.58172,                 1.0129,                0.70011,                 1.1278,              0.0005612,              0.0005612,              0.0005612
                    221,                0.77904,                 0.5981,                0.93213,                0.88915,                0.77081,                0.90637,                0.57954,                 1.0084,                 0.7044,                 1.1191,              0.0005546,              0.0005546,              0.0005546
                    222,                 0.7939,                0.59199,                0.92675,                0.88906,                0.77465,                0.90463,                0.57229,                 1.0572,                0.68119,                  1.136,               0.000548,               0.000548,               0.000548
                    223,                0.79759,                0.60082,                0.93029,                0.88255,                0.77936,                0.90804,                0.57574,                 1.0392,                 0.6852,                 1.1354,              0.0005414,              0.0005414,              0.0005414
                    224,                0.78265,                0.59951,                0.92648,                0.88232,                0.77593,                0.90406,                0.57601,                 1.0159,                0.70354,                  1.145,              0.0005348,              0.0005348,              0.0005348
                    225,                0.78113,                0.58914,                0.92658,                0.88565,                0.77081,                0.90043,                0.57051,                 1.0345,                0.69964,                   1.14,              0.0005282,              0.0005282,              0.0005282
                    226,                0.77326,                0.61103,                0.91857,                0.88061,                0.77593,                0.90768,                0.56996,                 1.0463,                0.70656,                 1.1254,              0.0005216,              0.0005216,              0.0005216
                    227,                 0.7919,                0.60193,                0.93075,                0.88523,                0.76697,                  0.905,                0.57342,                 1.0315,                 0.7081,                 1.1272,               0.000515,               0.000515,               0.000515
                    228,                0.76771,                 0.6012,                0.91781,                0.88626,                 0.7682,                0.90305,                0.57368,                 1.0315,                0.69923,                 1.1362,              0.0005084,              0.0005084,              0.0005084
                    229,                0.77362,                 0.5943,                0.92377,                0.88493,                0.77465,                0.90874,                0.58404,                  1.013,                0.69215,                 1.1289,              0.0005018,              0.0005018,              0.0005018
                    230,                0.78409,                0.60507,                0.92766,                  0.884,                0.77721,                0.90511,                0.56993,                 1.0554,                0.69129,                 1.1555,              0.0004952,              0.0004952,              0.0004952
                    231,                0.77682,                0.59957,                0.91962,                 0.8564,                0.79513,                0.90368,                 0.5799,                 1.0563,                0.69283,                  1.149,              0.0004886,              0.0004886,              0.0004886
                    232,                0.78331,                0.60102,                0.92512,                0.88469,                0.77849,                 0.9054,                0.57796,                 1.0511,                0.68232,                 1.1507,               0.000482,               0.000482,               0.000482
                    233,                0.79617,                0.61029,                0.92447,                0.86867,                0.77915,                0.90254,                0.57218,                  1.063,                0.68385,                 1.1601,              0.0004754,              0.0004754,              0.0004754
                    234,                0.77334,                0.59479,                0.91899,                0.87736,                0.77863,                0.90396,                0.57696,                 1.0513,                0.68841,                 1.1447,              0.0004688,              0.0004688,              0.0004688
                    235,                0.77749,                0.59039,                0.92039,                0.88239,                0.77813,                0.90666,                0.58128,                 1.0407,                 0.6711,                 1.1461,              0.0004622,              0.0004622,              0.0004622
                    236,                0.76269,                0.58737,                0.92632,                0.88694,                0.78105,                0.91073,                0.57837,                 1.0257,                0.67604,                 1.1337,              0.0004556,              0.0004556,              0.0004556
                    237,                0.78344,                0.60568,                0.92365,                0.88835,                0.78441,                0.90961,                0.57781,                  1.025,                0.68456,                 1.1324,               0.000449,               0.000449,               0.000449
                    238,                0.77108,                 0.5993,                0.91857,                0.88475,                0.78233,                0.90911,                0.57759,                 1.0354,                 0.6886,                 1.1374,              0.0004424,              0.0004424,              0.0004424
                    239,                0.78269,                0.59596,                0.92877,                0.88405,                0.78361,                0.90967,                0.57564,                 1.0353,                0.67589,                 1.1335,              0.0004358,              0.0004358,              0.0004358
                    240,                0.76759,                0.58065,                0.91772,                0.88974,                0.77081,                0.90591,                0.57649,                 1.0365,                0.67676,                 1.1419,              0.0004292,              0.0004292,              0.0004292
                    241,                0.77309,                0.57982,                 0.9217,                0.88579,                0.77209,                0.90463,                 0.5747,                 1.0383,                0.69028,                 1.1445,              0.0004226,              0.0004226,              0.0004226
                    242,                0.79122,                0.59697,                0.92738,                0.86003,                0.79257,                0.90892,                0.58077,                 1.0418,                0.69422,                 1.1383,               0.000416,               0.000416,               0.000416
                    243,                0.78416,                0.59977,                0.92279,                0.85317,                0.79605,                 0.9078,                0.58312,                 1.0015,                0.68326,                 1.1199,              0.0004094,              0.0004094,              0.0004094
                    244,                0.79893,                0.58953,                0.92257,                0.87843,                0.77977,                0.90659,                0.58492,                 1.0051,                0.67967,                 1.1189,              0.0004028,              0.0004028,              0.0004028
                    245,                0.78077,                0.59101,                0.92535,                0.88793,                0.77721,                0.90479,                0.58401,                  1.012,                0.67463,                 1.1317,              0.0003962,              0.0003962,              0.0003962
                    246,                0.78852,                0.59455,                0.92278,                0.89051,                0.77063,                0.90194,                0.57802,                 1.0245,                0.67839,                 1.1319,              0.0003896,              0.0003896,              0.0003896
                    247,                0.78556,                0.59199,                0.92959,                 0.8848,                0.77687,                0.90187,                0.57637,                 1.0152,                0.67762,                 1.1351,               0.000383,               0.000383,               0.000383
                    248,                 0.7659,                0.59882,                0.91967,                0.87579,                0.77643,                0.90397,                 0.5703,                 1.0395,                0.69038,                 1.1425,              0.0003764,              0.0003764,              0.0003764
                    249,                0.76796,                0.59278,                0.91969,                0.87866,                0.77882,                0.90467,                0.57578,                 1.0248,                0.68117,                 1.1298,              0.0003698,              0.0003698,              0.0003698
                    250,                0.75788,                0.59786,                0.91998,                0.87072,                0.78475,                0.90623,                0.57913,                 1.0202,                0.67881,                 1.1195,              0.0003632,              0.0003632,              0.0003632
                    251,                0.75701,                0.59433,                0.91232,                0.86442,                0.78371,                0.90467,                0.57615,                 1.0014,                0.68829,                 1.1259,              0.0003566,              0.0003566,              0.0003566
                    252,                0.75418,                0.57554,                0.91771,                0.86539,                0.78197,                0.90505,                0.58655,                 1.0003,                0.68456,                 1.1242,                0.00035,                0.00035,                0.00035
                    253,                0.77249,                0.57991,                 0.9191,                0.87945,                0.77081,                0.90504,                0.57844,                 1.0154,                0.68336,                 1.1369,              0.0003434,              0.0003434,              0.0003434
                    254,                0.76672,                0.58274,                0.91922,                0.88874,                 0.7671,                0.90705,                 0.5884,                 1.0125,                0.68505,                  1.133,              0.0003368,              0.0003368,              0.0003368
                    255,                0.76669,                0.58684,                0.91829,                 0.8819,                0.77081,                 0.9042,                0.58116,                 1.0168,                0.69187,                  1.126,              0.0003302,              0.0003302,              0.0003302
                    256,                0.74892,                0.57246,                0.91449,                0.87692,                0.77593,                0.90752,                0.58083,                 1.0081,                 0.6887,                 1.1253,              0.0003236,              0.0003236,              0.0003236
                    257,                0.76376,                0.60107,                0.91778,                0.85807,                0.79733,                0.90515,                0.57996,                0.99925,                0.69046,                 1.1204,               0.000317,               0.000317,               0.000317
                    258,                 0.7503,                0.57987,                 0.9156,                0.87996,                0.78361,                0.90909,                0.58797,                  1.006,                 0.6801,                 1.1188,              0.0003104,              0.0003104,              0.0003104
                    259,                0.75274,                0.58108,                0.91375,                0.87675,                0.78329,                0.90694,                0.57904,                 1.0164,                0.67823,                 1.1224,              0.0003038,              0.0003038,              0.0003038
                    260,                0.76093,                0.58959,                0.91592,                0.86347,                0.78617,                0.90296,                0.57452,                 1.0145,                0.68477,                 1.1338,              0.0002972,              0.0002972,              0.0002972
                    261,                0.75806,                0.58171,                0.91774,                0.80705,                0.80794,                 0.8961,                0.57684,                 1.0172,                0.70481,                 1.1321,              0.0002906,              0.0002906,              0.0002906
                    262,                0.75656,                0.58749,                0.91372,                0.83043,                0.80538,                0.90373,                0.58237,                 1.0116,                0.68524,                 1.1255,               0.000284,               0.000284,               0.000284
                    263,                0.75864,                0.56229,                0.91622,                0.83861,                0.80505,                0.90601,                0.57539,                 1.0248,                0.68486,                 1.1338,              0.0002774,              0.0002774,              0.0002774
                    264,                0.77705,                0.58495,                0.92414,                0.81801,                  0.823,                0.90181,                0.58446,                   1.01,                 0.6789,                 1.1346,              0.0002708,              0.0002708,              0.0002708
                    265,                0.75489,                0.57769,                0.91088,                0.83743,                0.81125,                0.90268,                0.57761,                 1.0071,                0.69344,                  1.126,              0.0002642,              0.0002642,              0.0002642
                    266,                0.74012,                0.58292,                0.91593,                0.86774,                0.78967,                0.90214,                0.57727,                 1.0078,                0.69587,                 1.1336,              0.0002576,              0.0002576,              0.0002576
                    267,                0.73601,                0.58488,                0.90899,                0.87305,                0.78233,                0.90433,                0.58151,                 1.0082,                0.69136,                 1.1344,               0.000251,               0.000251,               0.000251
                    268,                0.76843,                0.58585,                 0.9235,                0.83095,                 0.8041,                0.89718,                0.57592,                 1.0112,                0.70435,                 1.1312,              0.0002444,              0.0002444,              0.0002444
                    269,                0.76025,                0.58198,                0.91848,                0.77771,                0.83324,                0.88494,                0.56496,                 1.0301,                0.71047,                 1.1306,              0.0002378,              0.0002378,              0.0002378
                    270,                0.75219,                0.58522,                0.91785,                0.80757,                0.82074,                0.89599,                0.56762,                 1.0365,                0.69786,                  1.133,              0.0002312,              0.0002312,              0.0002312
                    271,                0.75144,                0.58069,                0.91555,                0.85629,                0.78745,                 0.8987,                0.56968,                 1.0339,                0.69097,                  1.142,              0.0002246,              0.0002246,              0.0002246
                    272,                0.76144,                0.59102,                0.91365,                0.86481,                 0.7863,                0.90437,                0.57748,                 1.0234,                0.68033,                 1.1329,               0.000218,               0.000218,               0.000218
                    273,                0.76567,                0.58664,                0.91434,                0.87913,                0.78227,                0.90503,                0.58606,                 1.0143,                0.67577,                 1.1269,              0.0002114,              0.0002114,              0.0002114
                    274,                0.75783,                0.57323,                0.91463,                0.87986,                0.77721,                0.90478,                0.58576,                 1.0173,                0.67043,                 1.1332,              0.0002048,              0.0002048,              0.0002048
                    275,                0.74012,                0.58189,                 0.9131,                0.87168,                0.78489,                0.90405,                 0.5794,                 1.0356,                0.67862,                 1.1433,              0.0001982,              0.0001982,              0.0001982
                    276,                0.74865,                0.58048,                0.91077,                0.86533,                0.78985,                0.90049,                0.57847,                 1.0369,                0.69254,                 1.1412,              0.0001916,              0.0001916,              0.0001916
                    277,                0.74695,                0.59671,                0.91522,                0.86079,                0.79129,                0.90067,                0.58248,                 1.0146,                 0.6854,                 1.1325,               0.000185,               0.000185,               0.000185
                    278,                0.76699,                0.58089,                0.91791,                0.85569,                0.79641,                0.90143,                0.57879,                 1.0168,                0.68443,                 1.1304,              0.0001784,              0.0001784,              0.0001784
                    279,                0.75248,                0.58354,                0.91569,                0.87232,                0.78489,                0.90472,                0.58029,                  1.005,                0.67729,                 1.1316,              0.0001718,              0.0001718,              0.0001718
                    280,                 0.7547,                0.58015,                0.91161,                0.86984,                0.78745,                0.90384,                0.57997,                0.99999,                0.67876,                  1.126,              0.0001652,              0.0001652,              0.0001652
                    281,                0.73767,                0.57696,                0.91132,                  0.857,                0.79129,                0.90222,                0.57896,                 1.0058,                0.67992,                 1.1245,              0.0001586,              0.0001586,              0.0001586
                    282,                0.76201,                0.57621,                0.92041,                0.86024,                0.78811,                0.90286,                0.58319,                 1.0039,                0.67932,                 1.1242,               0.000152,               0.000152,               0.000152
                    283,                0.74547,                0.58716,                0.90979,                0.86927,                0.78617,                0.90264,                0.58644,                0.99644,                0.67882,                 1.1247,              0.0001454,              0.0001454,              0.0001454
                    284,                0.74837,                0.57347,                0.91018,                0.85627,                0.79129,                0.90019,                0.58075,                 1.0129,                0.68266,                 1.1318,              0.0001388,              0.0001388,              0.0001388
                    285,                0.75546,                 0.5766,                0.91441,                0.85734,                0.79255,                0.89961,                0.57964,                 1.0145,                0.68704,                 1.1312,              0.0001322,              0.0001322,              0.0001322
                    286,                0.72342,                0.56763,                 0.9086,                 0.8555,                0.79599,                0.90083,                0.58189,                 1.0105,                0.68329,                 1.1264,              0.0001256,              0.0001256,              0.0001256
                    287,                0.74533,                0.57202,                0.91934,                0.84371,                0.80154,                0.89809,                0.57437,                 1.0211,                0.69259,                 1.1315,               0.000119,               0.000119,               0.000119
                    288,                0.74555,                0.56796,                0.91755,                 0.8457,                0.79513,                0.89566,                0.57143,                 1.0257,                0.69359,                 1.1335,              0.0001124,              0.0001124,              0.0001124
                    289,                0.73395,                0.55506,                0.90716,                0.86175,                0.78745,                0.89889,                 0.5755,                 1.0137,                0.68492,                  1.127,              0.0001058,              0.0001058,              0.0001058
                    290,                0.75323,                0.59004,                0.91066,                0.85785,                0.78745,                0.89879,                0.57775,                 1.0151,                0.68431,                 1.1277,               9.92e-05,               9.92e-05,               9.92e-05
                    291,                0.76368,                0.57739,                0.92206,                0.85459,                0.79513,                0.89948,                0.57632,                 1.0152,                0.68238,                 1.1287,               9.26e-05,               9.26e-05,               9.26e-05
                    292,                0.74993,                0.56904,                0.91546,                0.85838,                0.79641,                0.90201,                0.57756,                 1.0158,                0.68055,                 1.1249,                8.6e-05,                8.6e-05,                8.6e-05
                    293,                 0.7505,                0.56584,                0.91555,                0.84443,                0.80538,                0.90338,                0.57509,                  1.016,                0.68077,                  1.125,               7.94e-05,               7.94e-05,               7.94e-05
                    294,                0.74518,                0.57101,                0.91493,                0.83185,                0.81078,                0.89987,                0.57166,                 1.0171,                0.68344,                 1.1269,               7.28e-05,               7.28e-05,               7.28e-05
                    295,                0.75418,                0.57155,                0.91217,                0.83211,                 0.8105,                  0.899,                0.57064,                 1.0154,                0.68166,                 1.1282,               6.62e-05,               6.62e-05,               6.62e-05
                    296,                 0.7462,                0.56895,                0.91453,                0.83618,                 0.8104,                0.90075,                0.57204,                  1.017,                0.67924,                 1.1274,               5.96e-05,               5.96e-05,               5.96e-05
                    297,                0.74839,                0.56688,                0.91716,                0.83485,                0.81178,                0.90137,                0.57587,                 1.0194,                0.68024,                 1.1287,                5.3e-05,                5.3e-05,                5.3e-05
                    298,                0.73939,                0.56571,                0.91458,                 0.8393,                0.80917,                0.90062,                0.57493,                 1.0213,                0.68231,                  1.132,               4.64e-05,               4.64e-05,               4.64e-05
                    299,                0.74186,                0.56478,                 0.9112,                0.85156,                0.80062,                0.90099,                0.57509,                 1.0221,                0.68519,                 1.1332,               3.98e-05,               3.98e-05,               3.98e-05
                    300,                0.73519,                0.56063,                0.90706,                0.84962,                0.80296,                0.90182,                0.57583,                 1.0203,                0.68392,                 1.1316,               3.32e-05,               3.32e-05,               3.32e-05
