                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.73702,                0.29677,                0.90447,                0.94057,                0.86786,                0.93619,                0.64674,                 1.2249,                0.56855,                0.94389,              0.0004952,              0.0004952,              0.0004952
                    155,                0.73861,                0.30036,                0.90892,                0.92785,                0.86134,                0.93437,                0.65561,                   1.23,                0.57041,                0.94361,              0.0004853,              0.0004853,              0.0004853
                    156,                0.72422,                0.29163,                0.90118,                0.88503,                0.89161,                0.93129,                0.65259,                 1.2231,                0.57594,                0.94474,              0.0004754,              0.0004754,              0.0004754
                    157,                 0.7388,                0.30112,                0.90932,                0.94346,                0.85155,                0.93044,                0.65047,                 1.2261,                0.57715,                0.94843,              0.0004655,              0.0004655,              0.0004655
                    158,                0.73795,                0.29971,                0.89904,                0.93582,                0.86786,                 0.9337,                0.64676,                 1.2375,                0.58021,                0.94696,              0.0004556,              0.0004556,              0.0004556
                    159,                0.74256,                0.29966,                0.90796,                0.90944,                0.88581,                0.93174,                0.64585,                 1.2424,                0.57916,                0.94931,              0.0004457,              0.0004457,              0.0004457
                    160,                0.72874,                0.29548,                0.91015,                0.92417,                0.87485,                0.92915,                0.64578,                 1.2185,                0.56715,                0.94575,              0.0004358,              0.0004358,              0.0004358
                    161,                0.72588,                 0.2952,                0.90394,                0.90686,                0.87357,                 0.9287,                0.64354,                 1.2272,                 0.5788,                0.94919,              0.0004259,              0.0004259,              0.0004259
                    162,                0.72881,                0.29336,                0.89817,                0.88424,                 0.8907,                0.92894,                0.64778,                 1.2289,                0.57928,                0.95518,               0.000416,               0.000416,               0.000416
                    163,                0.73621,                0.29441,                0.90432,                0.89204,                0.88744,                0.92995,                 0.6477,                 1.2298,                0.58986,                0.94929,              0.0004061,              0.0004061,              0.0004061
                    164,                0.72711,                0.29607,                0.89959,                0.91361,                0.85481,                0.92537,                0.64271,                 1.2243,                0.58544,                0.94824,              0.0003962,              0.0003962,              0.0003962
                    165,                0.72984,                0.28994,                0.89864,                  0.911,                 0.8683,                 0.9311,                0.65166,                 1.2312,                0.57172,                0.94907,              0.0003863,              0.0003863,              0.0003863
                    166,                0.71297,                0.28802,                0.89467,                0.91727,                0.86949,                0.93097,                0.64854,                 1.2101,                0.57088,                0.94395,              0.0003764,              0.0003764,              0.0003764
                    167,                0.72925,                0.29008,                0.90301,                0.89969,                0.87789,                0.93068,                0.64952,                 1.2283,                0.58166,                0.94476,              0.0003665,              0.0003665,              0.0003665
                    168,                0.71542,                0.29077,                0.89812,                0.90374,                 0.8646,                0.92901,                0.64633,                 1.2295,                0.58799,                0.94624,              0.0003566,              0.0003566,              0.0003566
                    169,                0.70955,                0.28834,                 0.8973,                0.91487,                0.85808,                0.93097,                0.64843,                 1.2355,                0.58641,                0.94622,              0.0003467,              0.0003467,              0.0003467
                    170,                0.73017,                0.28963,                0.90707,                 0.9164,                0.86949,                0.93457,                0.64952,                 1.2363,                0.57152,                0.95391,              0.0003368,              0.0003368,              0.0003368
                    171,                0.72949,                 0.2897,                0.89956,                0.91428,                0.86995,                0.93355,                0.65008,                 1.2164,                 0.5665,                 0.9487,              0.0003269,              0.0003269,              0.0003269
                    172,                0.72013,                0.28852,                0.90137,                0.90857,                0.86949,                0.92641,                0.64176,                 1.2181,                0.58131,                0.94071,               0.000317,               0.000317,               0.000317
                    173,                0.71299,                0.28652,                0.89292,                0.92189,                0.85971,                0.93216,                0.64575,                 1.2102,                0.56805,                0.94009,              0.0003071,              0.0003071,              0.0003071
                    174,                0.70783,                0.28416,                0.89392,                0.90161,                0.86701,                0.92923,                0.65093,                 1.2228,                0.57407,                0.94176,              0.0002972,              0.0002972,              0.0002972
                    175,                0.74476,                0.28827,                 0.9034,                0.89091,                0.87925,                0.92613,                0.64955,                 1.2157,                  0.576,                0.94334,              0.0002873,              0.0002873,              0.0002873
                    176,                0.71553,                0.28457,                0.89447,                0.88794,                0.89189,                0.92979,                0.65034,                 1.2094,                0.57607,                0.94534,              0.0002774,              0.0002774,              0.0002774
                    177,                0.70351,                0.28154,                 0.8937,                0.88814,                0.89369,                0.93041,                0.64395,                 1.2199,                 0.5747,                0.94597,              0.0002675,              0.0002675,              0.0002675
                    178,                0.71972,                0.28758,                0.89792,                0.88462,                0.88801,                0.92915,                 0.6541,                 1.2047,                0.56334,                0.94133,              0.0002576,              0.0002576,              0.0002576
                    179,                0.71498,                0.28673,                0.89682,                0.88536,                0.88581,                0.92709,                0.64793,                 1.2136,                0.57516,                0.94485,              0.0002477,              0.0002477,              0.0002477
                    180,                0.72467,                0.28549,                0.90797,                0.89183,                0.87276,                0.92754,                0.65074,                  1.226,                 0.5669,                0.94983,              0.0002378,              0.0002378,              0.0002378
                    181,                0.72108,                 0.2839,                0.90049,                0.88458,                0.88769,                0.93163,                0.64703,                 1.2345,                0.56748,                0.95043,              0.0002279,              0.0002279,              0.0002279
                    182,                0.72015,                0.28137,                0.90393,                0.88494,                0.89079,                0.93009,                0.65119,                  1.223,                0.56399,                0.94738,               0.000218,               0.000218,               0.000218
                    183,                0.71391,                0.28251,                0.90131,                0.88779,                0.89233,                0.93458,                0.64968,                 1.2288,                0.56035,                0.95273,              0.0002081,              0.0002081,              0.0002081
                    184,                0.72172,                0.28609,                0.90652,                0.90375,                0.87602,                0.93461,                0.64904,                 1.2308,                0.56363,                0.95338,              0.0001982,              0.0001982,              0.0001982
                    185,                0.70449,                0.28079,                0.89195,                 0.9107,                0.86623,                  0.931,                0.64595,                 1.2319,                0.57109,                0.95572,              0.0001883,              0.0001883,              0.0001883
                    186,                0.71166,                0.28216,                0.89551,                0.91119,                 0.8646,                0.93316,                0.64865,                 1.2187,                0.56165,                0.95281,              0.0001784,              0.0001784,              0.0001784
                    187,                0.73733,                0.28519,                0.90635,                0.89105,                0.87765,                0.92933,                0.64893,                 1.2234,                 0.5651,                0.95488,              0.0001685,              0.0001685,              0.0001685
                    188,                0.71052,                0.27825,                0.89637,                0.88648,                0.89233,                0.93136,                0.65013,                 1.2263,                0.56371,                0.95399,              0.0001586,              0.0001586,              0.0001586
                    189,                0.72345,                0.28193,                0.90558,                0.88675,                0.89233,                0.93171,                0.65033,                 1.2327,                0.57018,                 0.9523,              0.0001487,              0.0001487,              0.0001487
                    190,                0.71096,                0.28007,                0.89437,                0.88032,                0.88798,                0.92994,                0.64758,                 1.2293,                0.56464,                0.95144,              0.0001388,              0.0001388,              0.0001388
                    191,                0.74132,                0.27874,                0.91389,                0.89743,                0.86297,                0.92584,                0.63995,                 1.2486,                0.58353,                0.95022,              0.0001289,              0.0001289,              0.0001289
                    192,                 0.7379,                0.27678,                0.91678,                0.88801,                0.87276,                0.92705,                0.63938,                  1.252,                0.59144,                0.95202,               0.000119,               0.000119,               0.000119
                    193,                0.73664,                0.27584,                0.91359,                0.88382,                0.86868,                0.92511,                0.64029,                 1.2502,                0.59607,                0.94732,              0.0001091,              0.0001091,              0.0001091
                    194,                0.72936,                0.27503,                0.90842,                0.89036,                0.87435,                0.92676,                0.64044,                 1.2555,                0.59177,                0.95006,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.73388,                0.27327,                0.90814,                 0.8909,                0.87924,                0.92609,                0.63887,                 1.2547,                0.59161,                0.95127,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.73252,                0.27499,                0.91508,                0.91015,                0.85927,                0.92711,                0.64206,                 1.2557,                0.59004,                0.95295,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                0.73335,                0.27496,                0.91317,                0.89171,                0.87315,                0.92771,                0.64189,                 1.2549,                0.58946,                0.95399,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.72837,                0.27372,                0.91267,                0.89644,                0.87439,                0.92518,                 0.6421,                 1.2496,                0.58966,                0.94985,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.72591,                0.26807,                0.91251,                0.90665,                0.86297,                0.92828,                0.64215,                 1.2517,                 0.5879,                0.95033,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.72997,                0.26959,                0.91595,                0.91485,                0.86297,                0.92806,                0.64185,                  1.252,                0.58307,                0.95071,               3.98e-05,               3.98e-05,               3.98e-05
